Monsterid,Damage,Health,GoldValue,Reward,RewardValue,Asset1,Asset2
25559,6672,408037000000,11941516,-1,-1,Goblin Thug (Green),Snake
25560,6673,408265000000,11944309,-1,-1,Goblin Thug (Green),Snake
25561,6674,408492000000,11947103,-1,-1,Goblin Thug (Green),Snake
25562,6675,408720000000,11949896,-1,-1,Goblin Thug (Green),Snake
25563,6676,408948000000,11952690,-1,-1,Goblin Thug (Green),Snake
25564,6678,409175000000,11955483,-1,-1,Goblin Thug (Green),Snake
25565,6679,409403000000,11958277,-1,-1,Goblin Thug (Green),Snake
25566,6680,409631000000,11961071,-1,-1,Goblin Thug (Green),Snake
25567,6681,409859000000,11963866,-1,-1,Goblin Thug (Green),Snake
25568,6682,410087000000,11966660,-1,-1,Goblin Thug (Green),Snake
25569,6684,410315000000,11969454,-1,-1,Goblin Thug (Green),Snake
25570,6685,410543000000,11972249,-1,-1,Goblin Thug (Green),Snake
25571,6686,410772000000,11975044,-1,-1,Goblin Thug (Green),Snake
25572,6687,411000000000,11977839,-1,-1,Goblin Thug (Green),Snake
25573,6688,411229000000,11980634,-1,-1,Goblin Thug (Green),Snake
25574,6690,411457000000,11983429,-1,-1,Goblin Thug (Green),Snake
25575,6691,411686000000,11986224,-1,-1,Goblin Thug (Green),Snake
25576,6692,411915000000,11989020,-1,-1,Ghoul,Bat
25577,6693,412144000000,11991816,-1,-1,Ghoul,Bat
25578,6694,412372000000,11994612,-1,-1,Ghoul,Bat
25579,6696,412601000000,11997408,-1,-1,Ghoul,Bat
25580,6697,412831000000,12000204,-1,-1,Ghoul,Bat
25581,6698,413060000000,12003000,-1,-1,Ghoul,Bat
25582,6699,413289000000,12005796,-1,-1,Ghoul,Bat
25583,6700,413518000000,12008593,-1,-1,Ghoul,Bat
25584,6702,413748000000,12011390,-1,-1,Ghoul,Bat
25585,6703,413977000000,12014187,-1,-1,Ghoul,Bat
25586,6704,414207000000,12016984,-1,-1,Ghoul,Bat
25587,6705,414437000000,12019781,-1,-1,Ghoul,Bat
25588,6706,414666000000,12022578,-1,-1,Ghoul,Bat
25589,6708,414896000000,12025376,-1,-1,Ghoul,Bat
25590,6709,415126000000,12028173,-1,-1,Ghoul,Bat
25591,6710,415356000000,12030971,-1,-1,Ghoul,Bat
25592,6711,415587000000,12033769,-1,-1,Ghoul,Bat
25593,6712,415817000000,12036567,-1,-1,Ghoul,Bat
25594,6714,416047000000,12039366,-1,-1,Ghoul,Bat
25595,6715,416277000000,12042164,-1,-1,Ghoul,Bat
25596,6716,416508000000,12044962,-1,-1,Ghoul,Bat
25597,6717,416738000000,12047761,-1,-1,Ghoul,Bat
25598,6718,416969000000,12050560,-1,-1,Ghoul,Bat
25599,6720,417200000000,12053359,-1,-1,Ghoul,Bat
25600,6721,417431000000,12056158,-1,-1,Ghoul,Bat
25601,6722,417662000000,12058957,-1,-1,Ghoul,Fire Sprite
25602,6723,417893000000,12061757,-1,-1,Ghoul,Fire Sprite
25603,6724,418124000000,12064556,-1,-1,Ghoul,Fire Sprite
25604,6726,418355000000,12067356,-1,-1,Ghoul,Fire Sprite
25605,6727,418586000000,12070156,-1,-1,Ghoul,Fire Sprite
25606,6728,418818000000,12072956,-1,-1,Ghoul,Fire Sprite
25607,6729,419049000000,12075756,-1,-1,Ghoul,Fire Sprite
25608,6730,419280000000,12078557,-1,-1,Ghoul,Fire Sprite
25609,6732,419512000000,12081357,-1,-1,Ghoul,Fire Sprite
25610,6733,419744000000,12084158,-1,-1,Ghoul,Fire Sprite
25611,6734,419976000000,12086959,-1,-1,Ghoul,Fire Sprite
25612,6735,420207000000,12089760,-1,-1,Ghoul,Fire Sprite
25613,6736,420439000000,12092561,-1,-1,Ghoul,Fire Sprite
25614,6738,420671000000,12095362,-1,-1,Ghoul,Fire Sprite
25615,6739,420904000000,12098163,-1,-1,Ghoul,Fire Sprite
25616,6740,421136000000,12100965,-1,-1,Ghoul,Fire Sprite
25617,6741,421368000000,12103767,-1,-1,Ghoul,Fire Sprite
25618,6742,421600000000,12106568,-1,-1,Ghoul,Fire Sprite
25619,6744,421833000000,12109370,-1,-1,Ghoul,Fire Sprite
25620,6745,422065000000,12112173,-1,-1,Ghoul,Fire Sprite
25621,6746,422298000000,12114975,-1,-1,Ghoul,Fire Sprite
25622,6747,422531000000,12117777,-1,-1,Ghoul,Fire Sprite
25623,6748,422764000000,12120580,-1,-1,Ghoul,Fire Sprite
25624,6750,422997000000,12123383,-1,-1,Ghoul,Fire Sprite
25625,6751,423230000000,12126186,-1,-1,Ghoul,Fire Sprite
25626,6752,423463000000,12128989,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25627,6753,423696000000,12131792,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25628,6754,423929000000,12134595,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25629,6756,424162000000,12137399,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25630,6757,424396000000,12140202,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25631,6758,424629000000,12143006,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25632,6759,424863000000,12145810,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25633,6760,425097000000,12148614,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25634,6762,425330000000,12151418,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25635,6763,425564000000,12154223,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25636,6764,425798000000,12157027,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25637,6765,426032000000,12159832,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25638,6766,426266000000,12162637,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25639,6768,426501000000,12165442,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25640,6769,426735000000,12168247,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25641,6770,426969000000,12171052,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25642,6771,427204000000,12173858,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25643,6772,427438000000,12176663,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25644,6774,427673000000,12179469,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25645,6775,427908000000,12182275,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25646,6776,428143000000,12185081,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25647,6777,428378000000,12187887,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25648,6778,428613000000,12190693,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25649,6780,428848000000,12193500,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25650,6781,429083000000,12196306,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
25651,6782,429318000000,12199113,-1,-1,Slime (Blue),Goblin Thug (Blue)
25652,6783,429553000000,12201920,-1,-1,Slime (Blue),Goblin Thug (Blue)
25653,6784,429789000000,12204727,-1,-1,Slime (Blue),Goblin Thug (Blue)
25654,6786,430024000000,12207534,-1,-1,Slime (Blue),Goblin Thug (Blue)
25655,6787,430260000000,12210342,-1,-1,Slime (Blue),Goblin Thug (Blue)
25656,6788,430496000000,12213149,-1,-1,Slime (Blue),Goblin Thug (Blue)
25657,6789,430731000000,12215957,-1,-1,Slime (Blue),Goblin Thug (Blue)
25658,6790,430967000000,12218765,-1,-1,Slime (Blue),Goblin Thug (Blue)
25659,6792,431203000000,12221573,-1,-1,Slime (Blue),Goblin Thug (Blue)
25660,6793,431439000000,12224381,-1,-1,Slime (Blue),Goblin Thug (Blue)
25661,6794,431675000000,12227189,-1,-1,Slime (Blue),Goblin Thug (Blue)
25662,6795,431912000000,12229998,-1,-1,Slime (Blue),Goblin Thug (Blue)
25663,6796,432148000000,12232806,-1,-1,Slime (Blue),Goblin Thug (Blue)
25664,6798,432384000000,12235615,-1,-1,Slime (Blue),Goblin Thug (Blue)
25665,6799,432621000000,12238424,-1,-1,Slime (Blue),Goblin Thug (Blue)
25666,6800,432857000000,12241233,-1,-1,Slime (Blue),Goblin Thug (Blue)
25667,6801,433094000000,12244042,-1,-1,Slime (Blue),Goblin Thug (Blue)
25668,6802,433331000000,12246851,-1,-1,Slime (Blue),Goblin Thug (Blue)
25669,6804,433568000000,12249661,-1,-1,Slime (Blue),Goblin Thug (Blue)
25670,6805,433805000000,12252470,-1,-1,Slime (Blue),Goblin Thug (Blue)
25671,6806,434042000000,12255280,-1,-1,Slime (Blue),Goblin Thug (Blue)
25672,6807,434279000000,12258090,-1,-1,Slime (Blue),Goblin Thug (Blue)
25673,6808,434516000000,12260900,-1,-1,Slime (Blue),Goblin Thug (Blue)
25674,6810,434753000000,12263710,-1,-1,Slime (Blue),Goblin Thug (Blue)
25675,6811,434991000000,12266520,-1,-1,Slime (Blue),Goblin Thug (Blue)
25676,6812,435228000000,12269331,-1,-1,Earth Sprite,Snake
25677,6813,435466000000,12272142,-1,-1,Earth Sprite,Snake
25678,6814,435703000000,12274952,-1,-1,Earth Sprite,Snake
25679,6816,435941000000,12277763,-1,-1,Earth Sprite,Snake
25680,6817,436179000000,12280574,-1,-1,Earth Sprite,Snake
25681,6818,436417000000,12283386,-1,-1,Earth Sprite,Snake
25682,6819,436655000000,12286197,-1,-1,Earth Sprite,Snake
25683,6820,436893000000,12289009,-1,-1,Earth Sprite,Snake
25684,6822,437131000000,12291820,-1,-1,Earth Sprite,Snake
25685,6823,437369000000,12294632,-1,-1,Earth Sprite,Snake
25686,6824,437607000000,12297444,-1,-1,Earth Sprite,Snake
25687,6825,437846000000,12300256,-1,-1,Earth Sprite,Snake
25688,6826,438084000000,12303068,-1,-1,Earth Sprite,Snake
25689,6828,438323000000,12305881,-1,-1,Earth Sprite,Snake
25690,6829,438562000000,12308693,-1,-1,Earth Sprite,Snake
25691,6830,438800000000,12311506,-1,-1,Earth Sprite,Snake
25692,6831,439039000000,12314319,-1,-1,Earth Sprite,Snake
25693,6832,439278000000,12317132,-1,-1,Earth Sprite,Snake
25694,6834,439517000000,12319945,-1,-1,Earth Sprite,Snake
25695,6835,439756000000,12322758,-1,-1,Earth Sprite,Snake
25696,6836,439995000000,12325572,-1,-1,Earth Sprite,Snake
25697,6837,440235000000,12328386,-1,-1,Earth Sprite,Snake
25698,6838,440474000000,12331199,-1,-1,Earth Sprite,Snake
25699,6840,440714000000,12334013,-1,-1,Earth Sprite,Snake
25700,6841,440953000000,12336827,-1,-1,Earth Sprite,Snake
25701,6842,441193000000,12339641,-1,-1,Ghast (Mad),Skeleton
25702,6843,441433000000,12342456,-1,-1,Ghast (Mad),Skeleton
25703,6844,441672000000,12345270,-1,-1,Ghast (Mad),Skeleton
25704,6846,441912000000,12348085,-1,-1,Ghast (Mad),Skeleton
25705,6847,442152000000,12350900,-1,-1,Ghast (Mad),Skeleton
25706,6848,442392000000,12353715,-1,-1,Ghast (Mad),Skeleton
25707,6849,442633000000,12356530,-1,-1,Ghast (Mad),Skeleton
25708,6850,442873000000,12359345,-1,-1,Ghast (Mad),Skeleton
25709,6852,443113000000,12362160,-1,-1,Ghast (Mad),Skeleton
25710,6853,443354000000,12364976,-1,-1,Ghast (Mad),Skeleton
25711,6854,443594000000,12367792,-1,-1,Ghast (Mad),Skeleton
25712,6855,443835000000,12370607,-1,-1,Ghast (Mad),Skeleton
25713,6856,444076000000,12373423,-1,-1,Ghast (Mad),Skeleton
25714,6858,444316000000,12376240,-1,-1,Ghast (Mad),Skeleton
25715,6859,444557000000,12379056,-1,-1,Ghast (Mad),Skeleton
25716,6860,444798000000,12381872,-1,-1,Ghast (Mad),Skeleton
25717,6861,445039000000,12384689,-1,-1,Ghast (Mad),Skeleton
25718,6862,445280000000,12387506,-1,-1,Ghast (Mad),Skeleton
25719,6864,445522000000,12390322,-1,-1,Ghast (Mad),Skeleton
25720,6865,445763000000,12393139,-1,-1,Ghast (Mad),Skeleton
25721,6866,446004000000,12395957,-1,-1,Ghast (Mad),Skeleton
25722,6867,446246000000,12398774,-1,-1,Ghast (Mad),Skeleton
25723,6868,446488000000,12401591,-1,-1,Ghast (Mad),Skeleton
25724,6870,446729000000,12404409,-1,-1,Ghast (Mad),Skeleton
25725,6871,446971000000,12407227,-1,-1,Ghast (Mad),Skeleton
25726,6872,447213000000,12410045,-1,-1,Skeleton Warrior,Skeleton Wizard
25727,6873,447455000000,12412863,-1,-1,Skeleton Warrior,Skeleton Wizard
25728,6874,447697000000,12415681,-1,-1,Skeleton Warrior,Skeleton Wizard
25729,6876,447939000000,12418499,-1,-1,Skeleton Warrior,Skeleton Wizard
25730,6877,448181000000,12421318,-1,-1,Skeleton Warrior,Skeleton Wizard
25731,6878,448423000000,12424136,-1,-1,Skeleton Warrior,Skeleton Wizard
25732,6879,448666000000,12426955,-1,-1,Skeleton Warrior,Skeleton Wizard
25733,6880,448908000000,12429774,-1,-1,Skeleton Warrior,Skeleton Wizard
25734,6882,449151000000,12432593,-1,-1,Skeleton Warrior,Skeleton Wizard
25735,6883,449394000000,12435412,-1,-1,Skeleton Warrior,Skeleton Wizard
25736,6884,449636000000,12438232,-1,-1,Skeleton Warrior,Skeleton Wizard
25737,6885,449879000000,12441051,-1,-1,Skeleton Warrior,Skeleton Wizard
25738,6886,450122000000,12443871,-1,-1,Skeleton Warrior,Skeleton Wizard
25739,6888,450365000000,12446691,-1,-1,Skeleton Warrior,Skeleton Wizard
25740,6889,450608000000,12449511,-1,-1,Skeleton Warrior,Skeleton Wizard
25741,6890,450851000000,12452331,-1,-1,Skeleton Warrior,Skeleton Wizard
25742,6891,451095000000,12455151,-1,-1,Skeleton Warrior,Skeleton Wizard
25743,6892,451338000000,12457972,-1,-1,Skeleton Warrior,Skeleton Wizard
25744,6894,451582000000,12460792,-1,-1,Skeleton Warrior,Skeleton Wizard
25745,6895,451825000000,12463613,-1,-1,Skeleton Warrior,Skeleton Wizard
25746,6896,452069000000,12466434,-1,-1,Skeleton Warrior,Skeleton Wizard
25747,6897,452312000000,12469255,-1,-1,Skeleton Warrior,Skeleton Wizard
25748,6898,452556000000,12472076,-1,-1,Skeleton Warrior,Skeleton Wizard
25749,6900,452800000000,12474897,-1,-1,Skeleton Warrior,Skeleton Wizard
25750,6901,453044000000,12477718,-1,-1,Skeleton Warrior,Skeleton Wizard
25751,6902,453288000000,12480540,-1,-1,Fire Sprite,Ghoul
25752,6903,453532000000,12483362,-1,-1,Fire Sprite,Ghoul
25753,6904,453777000000,12486184,-1,-1,Fire Sprite,Ghoul
25754,6906,454021000000,12489006,-1,-1,Fire Sprite,Ghoul
25755,6907,454265000000,12491828,-1,-1,Fire Sprite,Ghoul
25756,6908,454510000000,12494650,-1,-1,Fire Sprite,Ghoul
25757,6909,454755000000,12497473,-1,-1,Fire Sprite,Ghoul
25758,6910,454999000000,12500295,-1,-1,Fire Sprite,Ghoul
25759,6912,455244000000,12503118,-1,-1,Fire Sprite,Ghoul
25760,6913,455489000000,12505941,-1,-1,Fire Sprite,Ghoul
25761,6914,455734000000,12508764,-1,-1,Fire Sprite,Ghoul
25762,6915,455979000000,12511587,-1,-1,Fire Sprite,Ghoul
25763,6916,456224000000,12514411,-1,-1,Fire Sprite,Ghoul
25764,6918,456469000000,12517234,-1,-1,Fire Sprite,Ghoul
25765,6919,456715000000,12520058,-1,-1,Fire Sprite,Ghoul
25766,6920,456960000000,12522882,-1,-1,Fire Sprite,Ghoul
25767,6921,457206000000,12525705,-1,-1,Fire Sprite,Ghoul
25768,6922,457451000000,12528530,-1,-1,Fire Sprite,Ghoul
25769,6924,457697000000,12531354,-1,-1,Fire Sprite,Ghoul
25770,6925,457943000000,12534178,-1,-1,Fire Sprite,Ghoul
25771,6926,458189000000,12537003,-1,-1,Fire Sprite,Ghoul
25772,6927,458435000000,12539827,-1,-1,Fire Sprite,Ghoul
25773,6928,458681000000,12542652,-1,-1,Fire Sprite,Ghoul
25774,6930,458927000000,12545477,-1,-1,Fire Sprite,Ghoul
25775,6931,459173000000,12548302,-1,-1,Fire Sprite,Ghoul
25776,6932,459419000000,12551128,-1,-1,Slime (Green),Snake
25777,6933,459666000000,12553953,-1,-1,Slime (Green),Snake
25778,6934,459912000000,12556779,-1,-1,Slime (Green),Snake
25779,6936,460159000000,12559604,-1,-1,Slime (Green),Snake
25780,6937,460405000000,12562430,-1,-1,Slime (Green),Snake
25781,6938,460652000000,12565256,-1,-1,Slime (Green),Snake
25782,6939,460899000000,12568082,-1,-1,Slime (Green),Snake
25783,6940,461146000000,12570908,-1,-1,Slime (Green),Snake
25784,6942,461393000000,12573735,-1,-1,Slime (Green),Snake
25785,6943,461640000000,12576562,-1,-1,Slime (Green),Snake
25786,6944,461887000000,12579388,-1,-1,Slime (Green),Snake
25787,6945,462135000000,12582215,-1,-1,Slime (Green),Snake
25788,6946,462382000000,12585042,-1,-1,Slime (Green),Snake
25789,6948,462629000000,12587869,-1,-1,Slime (Green),Snake
25790,6949,462877000000,12590697,-1,-1,Slime (Green),Snake
25791,6950,463125000000,12593524,-1,-1,Slime (Green),Snake
25792,6951,463372000000,12596352,-1,-1,Slime (Green),Snake
25793,6952,463620000000,12599179,-1,-1,Slime (Green),Snake
25794,6954,463868000000,12602007,-1,-1,Slime (Green),Snake
25795,6955,464116000000,12604835,-1,-1,Slime (Green),Snake
25796,6956,464364000000,12607664,-1,-1,Slime (Green),Snake
25797,6957,464613000000,12610492,-1,-1,Slime (Green),Snake
25798,6958,464861000000,12613320,-1,-1,Slime (Green),Snake
25799,6960,465109000000,12616149,-1,-1,Slime (Green),Snake
25800,6961,465358000000,12618978,-1,-1,Slime (Green),Snake
25801,6962,465606000000,12621807,-1,-1,Slime (Green),Earth Sprite
25802,6963,465855000000,12624636,-1,-1,Slime (Green),Earth Sprite
25803,6964,466104000000,12627465,-1,-1,Slime (Green),Earth Sprite
25804,6966,466352000000,12630294,-1,-1,Slime (Green),Earth Sprite
25805,6967,466601000000,12633124,-1,-1,Slime (Green),Earth Sprite
25806,6968,466850000000,12635954,-1,-1,Slime (Green),Earth Sprite
25807,6969,467099000000,12638783,-1,-1,Slime (Green),Earth Sprite
25808,6970,467349000000,12641613,-1,-1,Slime (Green),Earth Sprite
25809,6972,467598000000,12644443,-1,-1,Slime (Green),Earth Sprite
25810,6973,467847000000,12647274,-1,-1,Slime (Green),Earth Sprite
25811,6974,468097000000,12650104,-1,-1,Slime (Green),Earth Sprite
25812,6975,468346000000,12652935,-1,-1,Slime (Green),Earth Sprite
25813,6976,468596000000,12655765,-1,-1,Slime (Green),Earth Sprite
25814,6978,468846000000,12658596,-1,-1,Slime (Green),Earth Sprite
25815,6979,469095000000,12661427,-1,-1,Slime (Green),Earth Sprite
25816,6980,469345000000,12664258,-1,-1,Slime (Green),Earth Sprite
25817,6981,469595000000,12667089,-1,-1,Slime (Green),Earth Sprite
25818,6982,469845000000,12669921,-1,-1,Slime (Green),Earth Sprite
25819,6984,470096000000,12672752,-1,-1,Slime (Green),Earth Sprite
25820,6985,470346000000,12675584,-1,-1,Slime (Green),Earth Sprite
25821,6986,470596000000,12678416,-1,-1,Slime (Green),Earth Sprite
25822,6987,470847000000,12681248,-1,-1,Slime (Green),Earth Sprite
25823,6988,471097000000,12684080,-1,-1,Slime (Green),Earth Sprite
25824,6990,471348000000,12686912,-1,-1,Slime (Green),Earth Sprite
25825,6991,471599000000,12689745,-1,-1,Slime (Green),Earth Sprite
25826,6992,471849000000,12692577,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25827,6993,472100000000,12695410,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25828,6994,472351000000,12698243,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25829,6996,472602000000,12701076,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25830,6997,472854000000,12703909,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25831,6998,473105000000,12706742,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25832,6999,473356000000,12709576,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25833,7000,473608000000,12712410,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25834,7002,473859000000,12715243,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25835,7003,474111000000,12718077,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25836,7004,474362000000,12720911,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25837,7005,474614000000,12723745,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25838,7006,474866000000,12726580,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25839,7008,475118000000,12729414,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25840,7009,475370000000,12732249,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25841,7010,475622000000,12735084,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25842,7011,475875000000,12737918,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25843,7012,476127000000,12740754,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25844,7014,476379000000,12743589,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25845,7015,476632000000,12746424,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25846,7016,476885000000,12749260,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25847,7017,477137000000,12752095,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25848,7018,477390000000,12754931,-1,-1,Goblin Thug (Green),Goblin Thug (Red)
25849,7020,477643000000,12757767,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25850,7021,477896000000,12760603,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25851,7022,478149000000,12763439,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25852,7023,478402000000,12766276,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25853,7024,478655000000,12769112,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25854,7026,478909000000,12771949,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25855,7027,479162000000,12774786,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25856,7028,479416000000,12777623,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25857,7029,479669000000,12780460,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25858,7030,479923000000,12783297,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25859,7032,480177000000,12786134,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25860,7033,480431000000,12788972,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25861,7034,480685000000,12791809,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25862,7035,480939000000,12794647,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25863,7036,481193000000,12797485,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25864,7038,481447000000,12800323,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25865,7039,481702000000,12803162,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25866,7040,481956000000,12806000,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25867,7041,482211000000,12808839,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25868,7042,482465000000,12811677,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25869,7044,482720000000,12814516,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25870,7045,482975000000,12817355,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25871,7046,483230000000,12820194,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25872,7047,483485000000,12823033,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25873,7048,483740000000,12825873,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25874,7050,483995000000,12828712,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25875,7051,484250000000,12831552,-1,-1,Goblin Thug (Green),Goblin Thug (Blue)
25876,7052,484505000000,12834392,-1,-1,Slime (Blue),Bat
25877,7053,484761000000,12837232,-1,-1,Slime (Blue),Bat
25878,7054,485016000000,12840072,-1,-1,Slime (Blue),Bat
25879,7056,485272000000,12842912,-1,-1,Slime (Blue),Bat
25880,7057,485528000000,12845753,-1,-1,Slime (Blue),Bat
25881,7058,485784000000,12848593,-1,-1,Slime (Blue),Bat
25882,7059,486039000000,12851434,-1,-1,Slime (Blue),Bat
25883,7060,486295000000,12854275,-1,-1,Slime (Blue),Bat
25884,7062,486552000000,12857116,-1,-1,Slime (Blue),Bat
25885,7063,486808000000,12859957,-1,-1,Slime (Blue),Bat
25886,7064,487064000000,12862798,-1,-1,Slime (Blue),Bat
25887,7065,487320000000,12865640,-1,-1,Slime (Blue),Bat
25888,7066,487577000000,12868481,-1,-1,Slime (Blue),Bat
25889,7068,487833000000,12871323,-1,-1,Slime (Blue),Bat
25890,7069,488090000000,12874165,-1,-1,Slime (Blue),Bat
25891,7070,488347000000,12877007,-1,-1,Slime (Blue),Bat
25892,7071,488603000000,12879849,-1,-1,Slime (Blue),Bat
25893,7072,488860000000,12882692,-1,-1,Slime (Blue),Bat
25894,7074,489117000000,12885534,-1,-1,Slime (Blue),Bat
25895,7075,489374000000,12888377,-1,-1,Slime (Blue),Bat
25896,7076,489632000000,12891219,-1,-1,Slime (Blue),Bat
25897,7077,489889000000,12894062,-1,-1,Slime (Blue),Bat
25898,7078,490146000000,12896905,-1,-1,Slime (Blue),Bat
25899,7080,490404000000,12899749,-1,-1,Slime (Blue),Bat
25900,7081,490661000000,12902592,-1,-1,Slime (Blue),Bat
25901,7082,490919000000,12905435,-1,-1,Fire Sprite,Bat
25902,7083,491177000000,12908279,-1,-1,Fire Sprite,Bat
25903,7084,491434000000,12911123,-1,-1,Fire Sprite,Bat
25904,7086,491692000000,12913967,-1,-1,Fire Sprite,Bat
25905,7087,491950000000,12916811,-1,-1,Fire Sprite,Bat
25906,7088,492208000000,12919655,-1,-1,Fire Sprite,Bat
25907,7089,492467000000,12922499,-1,-1,Fire Sprite,Bat
25908,7090,492725000000,12925344,-1,-1,Fire Sprite,Bat
25909,7092,492983000000,12928188,-1,-1,Fire Sprite,Bat
25910,7093,493242000000,12931033,-1,-1,Fire Sprite,Bat
25911,7094,493500000000,12933878,-1,-1,Fire Sprite,Bat
25912,7095,493759000000,12936723,-1,-1,Fire Sprite,Bat
25913,7096,494018000000,12939568,-1,-1,Fire Sprite,Bat
25914,7098,494276000000,12942414,-1,-1,Fire Sprite,Bat
25915,7099,494535000000,12945259,-1,-1,Fire Sprite,Bat
25916,7100,494794000000,12948105,-1,-1,Fire Sprite,Bat
25917,7101,495053000000,12950951,-1,-1,Fire Sprite,Bat
25918,7102,495313000000,12953796,-1,-1,Fire Sprite,Bat
25919,7104,495572000000,12956643,-1,-1,Fire Sprite,Bat
25920,7105,495831000000,12959489,-1,-1,Fire Sprite,Bat
25921,7106,496091000000,12962335,-1,-1,Fire Sprite,Bat
25922,7107,496350000000,12965182,-1,-1,Fire Sprite,Bat
25923,7108,496610000000,12968028,-1,-1,Fire Sprite,Bat
25924,7110,496870000000,12970875,-1,-1,Fire Sprite,Bat
25925,7111,497130000000,12973722,-1,-1,Fire Sprite,Bat
25926,7112,497389000000,12976569,-1,-1,Skeleton,Skeleton Warrior
25927,7113,497649000000,12979416,-1,-1,Skeleton,Skeleton Warrior
25928,7114,497910000000,12982264,-1,-1,Skeleton,Skeleton Warrior
25929,7116,498170000000,12985111,-1,-1,Skeleton,Skeleton Warrior
25930,7117,498430000000,12987959,-1,-1,Skeleton,Skeleton Warrior
25931,7118,498690000000,12990807,-1,-1,Skeleton,Skeleton Warrior
25932,7119,498951000000,12993655,-1,-1,Skeleton,Skeleton Warrior
25933,7120,499212000000,12996503,-1,-1,Skeleton,Skeleton Warrior
