Monsterid,Damage,Health,GoldValue,DiaValue,Reward1,Reward1Value,Asset
31361,2056,75606560367798,36992500,-1,-1,-1,Spider2
31362,2058,75606577758206,37046920,-1,-1,-1,Spider2
31363,2059,75606595148615,37101380,-1,-1,-1,Spider2
31364,2061,75606612539027,37155880,-1,-1,-1,Spider2
31365,2062,75606629929441,37210420,137000,-1,-1,Spider2
31366,2064,75606647319856,37265000,-1,-1,-1,Spider2
31367,2065,75606664710274,37319620,-1,-1,-1,Spider2
31368,2067,77729994229543,37374280,-1,-1,-1,Spider2
31369,2068,77730011862467,37428980,-1,-1,-1,Spider2
31370,2070,77730029495393,37483720,137500,-1,-1,Spider2
31371,2071,77730047128321,37538500,-1,-1,-1,Spider2
31372,2073,77730064761251,37593320,-1,-1,-1,Spider2
31373,2074,77730082394183,37648180,-1,-1,-1,Spider2
31374,2076,77730100027117,37703080,-1,-1,-1,Spider2
31375,2077,79900872933409,37758020,138000,-1,-1,Spider2
31376,2079,79900890810867,37813000,-1,-1,-1,Skeleton2
31377,2080,79900908688328,37868020,-1,-1,-1,Skeleton2
31378,2082,79900926565791,37923080,-1,-1,-1,Skeleton2
31379,2083,79900944443255,37978180,-1,-1,-1,Skeleton2
31380,2085,79900962320722,38033320,138500,-1,-1,Skeleton2
31381,2086,79900980198191,38088500,-1,-1,-1,Skeleton2
31382,2088,82119987149525,38143720,-1,-1,-1,Skeleton2
31383,2089,82120005273542,38198980,-1,-1,-1,Skeleton2
31384,2091,82120023397561,38254280,-1,-1,-1,Skeleton2
31385,2092,82120041521582,38309620,139000,-1,-1,Skeleton2
31386,2094,82120059645604,38365000,-1,-1,-1,Skeleton2
31387,2095,82120077769629,38420420,-1,-1,-1,Skeleton2
31388,2097,82120095893656,38475880,-1,-1,-1,Skeleton2
31389,2098,84388136284154,38531380,-1,-1,-1,Skeleton2
31390,2100,84388154656758,38586920,139500,-1,-1,Skeleton2
31391,2101,84388173029364,38642500,-1,-1,-1,Skeleton2
31392,2103,84388191401972,38698120,-1,-1,-1,Skeleton2
31393,2104,84388209774582,38753780,-1,-1,-1,Skeleton2
31394,2106,84388228147194,38809480,-1,-1,-1,Skeleton2
31395,2107,84388246519808,38865220,140000,-1,-1,Skeleton2
31396,2109,86706128527692,38921000,-1,-1,-1,Skeleton2
31397,2110,86706147150918,38976820,-1,-1,-1,Skeleton2
31398,2112,86706165774146,39032680,-1,-1,-1,Skeleton2
31399,2113,86706184397376,39088580,-1,-1,-1,Skeleton2
31400,2115,86706203020608,39144520,140500,-1,-1,Skeleton2
31401,2116,86706221643842,39200500,-1,-1,-1,Spider1
31402,2118,86706240267079,39256520,-1,-1,-1,Spider1
31403,2119,89074780902670,39312580,-1,-1,-1,Spider1
31404,2121,89074799778559,39368680,-1,-1,-1,Spider1
31405,2122,89074818654449,39424820,141000,-1,-1,Spider1
31406,2124,89074837530342,39481000,-1,-1,-1,Spider1
31407,2125,89074856406236,39537220,-1,-1,-1,Spider1
31408,2127,89074875282132,39593480,-1,-1,-1,Spider1
31409,2128,89074894158031,39649780,-1,-1,-1,Spider1
31410,2130,91494919311753,39706120,141500,-1,-1,Spider1
31411,2131,91494938442349,39762500,-1,-1,-1,Spider1
31412,2133,91494957572947,39818920,-1,-1,-1,Spider1
31413,2134,91494976703548,39875380,-1,-1,-1,Spider1
31414,2136,91494995834150,39931880,-1,-1,-1,Spider1
31415,2137,91495014964754,39988420,142000,-1,-1,Spider1
31416,2139,91495034095361,40045000,-1,-1,-1,Spider1
31417,2140,93967378585737,40101620,-1,-1,-1,Spider1
31418,2142,93967397973092,40158280,-1,-1,-1,Spider1
31419,2143,93967417360450,40214980,-1,-1,-1,Spider1
31420,2145,93967436747809,40271720,142500,-1,-1,Spider1
31421,2146,93967456135171,40328500,-1,-1,-1,Spider1
31422,2148,93967475522534,40385320,-1,-1,-1,Spider1
31423,2149,93967494909900,40442180,-1,-1,-1,Spider1
31424,2151,96493002531552,40499080,-1,-1,-1,Spider1
31425,2152,96493022177723,40556020,143000,-1,-1,Spider1
31426,2154,96493041823897,40613000,-1,-1,-1,Skeleton1
31427,2155,96493061470072,40670020,-1,-1,-1,Skeleton1
31428,2157,96493081116249,40727080,-1,-1,-1,Skeleton1
31429,2158,96493100762429,40784180,-1,-1,-1,Skeleton1
31430,2160,96493120408610,40841320,143500,-1,-1,Skeleton1
31431,2161,99072643980261,40898500,-1,-1,-1,Skeleton1
31432,2163,99072663887310,40955720,-1,-1,-1,Skeleton1
31433,2164,99072683794361,41012980,-1,-1,-1,Skeleton1
31434,2166,99072703701415,41070280,-1,-1,-1,Skeleton1
31435,2167,99072723608470,41127620,144000,-1,-1,Skeleton1
31436,2169,99072743515527,41185000,-1,-1,-1,Skeleton1
31437,2170,99072763422587,41242420,-1,-1,-1,Skeleton1
31438,2172,101707164835057,41299880,-1,-1,-1,Skeleton1
31439,2173,101707185005052,41357380,-1,-1,-1,Skeleton1
31440,2175,101707205175049,41414920,144500,-1,-1,Skeleton1
31441,2176,101707225345048,41472500,-1,-1,-1,Skeleton1
31442,2178,101707245515049,41530120,-1,-1,-1,Skeleton1
31443,2179,101707265685053,41587780,-1,-1,-1,Skeleton1
31444,2181,101707285855058,41645480,-1,-1,-1,Skeleton1
31445,2182,104397436119269,41703220,145000,-1,-1,Skeleton1
31446,2184,104397456554283,41761000,-1,-1,-1,Skeleton1
31447,2185,104397476989298,41818820,-1,-1,-1,Skeleton1
31448,2187,104397497424316,41876680,-1,-1,-1,Skeleton1
31449,2188,104397517859336,41934580,-1,-1,-1,Skeleton1
31450,2190,104397538294357,41992520,145500,-1,-1,Skeleton1
31451,2191,104397558729381,42050500,-1,-1,-1,Assassin
31452,2193,107144338024351,42108520,-1,-1,-1,Assassin
31453,2194,107144358726462,42166580,-1,-1,-1,Assassin
31454,2196,107144379428575,42224680,-1,-1,-1,Assassin
31455,2197,107144400130690,42282820,146000,-1,-1,Assassin
31456,2199,107144420832807,42341000,-1,-1,-1,Assassin
31457,2200,107144441534926,42399220,-1,-1,-1,Assassin
31458,2202,107144462237047,42457480,-1,-1,-1,Assassin
31459,2203,109948759957895,42515780,-1,-1,-1,Assassin
31460,2205,109948780929187,42574120,146500,-1,-1,Assassin
31461,2206,109948801900481,42632500,-1,-1,-1,Assassin
31462,2208,109948822871777,42690920,-1,-1,-1,Assassin
31463,2209,109948843843074,42749380,-1,-1,-1,Assassin
31464,2211,109948864814374,42807880,-1,-1,-1,Assassin
31465,2212,109948885785676,42866420,147000,-1,-1,Assassin
31466,2214,112811600591617,42925000,-1,-1,-1,Assassin
31467,2215,112811621834179,42983620,-1,-1,-1,Assassin
31468,2217,112811643076744,43042280,-1,-1,-1,Assassin
31469,2218,112811664319310,43100980,-1,-1,-1,Assassin
31470,2220,112811685561878,43159720,147500,-1,-1,Assassin
31471,2221,112811706804448,43218500,-1,-1,-1,Assassin
31472,2223,112811728047020,43277320,-1,-1,-1,Assassin
31473,2224,115733767909369,43336180,-1,-1,-1,Assassin
31474,2226,115733789425296,43395080,-1,-1,-1,Assassin
31475,2227,115733810941225,43454020,148000,-1,-1,Assassin
31476,2229,115733832457156,43513000,-1,-1,-1,Skeleton
31477,2230,115733853973089,43572020,-1,-1,-1,Skeleton
31478,2232,115733875489024,43631080,-1,-1,-1,Skeleton
31479,2233,115733897004961,43690180,-1,-1,-1,Skeleton
31480,2235,118716179255129,43749320,148500,-1,-1,Skeleton
31481,2236,118716201046521,43808500,-1,-1,-1,Skeleton
31482,2238,118716222837915,43867720,-1,-1,-1,Skeleton
31483,2239,118716244629311,43926980,-1,-1,-1,Skeleton
31484,2241,118716266420709,43986280,-1,-1,-1,Skeleton
31485,2242,118716288212109,44045620,149000,-1,-1,Skeleton
31486,2244,118716310003511,44105000,-1,-1,-1,Skeleton
31487,2245,121759761381008,44164420,-1,-1,-1,Skeleton
31488,2247,121759783449970,44223880,-1,-1,-1,Skeleton
31489,2248,121759805518934,44283380,-1,-1,-1,Skeleton
31490,2250,121759827587901,44342920,149500,-1,-1,Skeleton
31491,2251,121759849656869,44402500,-1,-1,-1,Skeleton
31492,2253,121759871725839,44462120,-1,-1,-1,Skeleton
31493,2254,121759893794811,44521780,-1,-1,-1,Skeleton
31494,2256,124865450495244,44581480,-1,-1,-1,Skeleton
31495,2257,124865472843887,44641220,150000,-1,-1,Skeleton
31496,2259,124865495192532,44701000,-1,-1,-1,Skeleton
31497,2260,124865517541179,44760820,-1,-1,-1,Skeleton
31498,2262,124865539889828,44820680,-1,-1,-1,Skeleton
31499,2263,124865562238480,44880580,-1,-1,-1,Skeleton
31500,2265,124865584587133,44940520,150500,-1,-1,Skeleton
31501,2266,128034192310205,45000500,-1,-1,-1,Skeleton2
31502,2268,128034214940645,45060520,-1,-1,-1,Skeleton2
31503,2269,128034237571087,45120580,-1,-1,-1,Skeleton2
31504,2271,128034260201531,45180680,-1,-1,-1,Skeleton2
31505,2272,128034282831977,45240820,151000,-1,-1,Skeleton2
31506,2274,128034305462425,45301000,-1,-1,-1,Skeleton2
31507,2275,128034328092875,45361220,-1,-1,-1,Skeleton2
31508,2277,131266942090387,45421480,-1,-1,-1,Skeleton2
31509,2278,131266965004746,45481780,-1,-1,-1,Skeleton2
31510,2280,131266987919106,45542120,151500,-1,-1,Skeleton2
31511,2281,131267010833468,45602500,-1,-1,-1,Skeleton2
31512,2283,131267033747832,45662920,-1,-1,-1,Skeleton2
31513,2284,131267056662199,45723380,-1,-1,-1,Skeleton2
31514,2286,131267079576567,45783880,-1,-1,-1,Skeleton2
31515,2287,134564664700417,45844420,152000,-1,-1,Skeleton2
31516,2289,134564687900820,45905000,-1,-1,-1,Skeleton2
31517,2290,134564711101226,45965620,-1,-1,-1,Skeleton2
31518,2292,134564734301633,46026280,-1,-1,-1,Skeleton2
31519,2293,134564757502042,46086980,-1,-1,-1,Skeleton2
31520,2295,134564780702453,46147720,152500,-1,-1,Skeleton2
31521,2296,134564803902866,46208500,-1,-1,-1,Skeleton2
31522,2298,137928334653046,46269320,-1,-1,-1,Skeleton2
31523,2299,137928358141626,46330180,-1,-1,-1,Skeleton2
31524,2301,137928381630208,46391080,-1,-1,-1,Skeleton2
31525,2302,137928405118792,46452020,153000,-1,-1,Skeleton2
31526,2304,137928428607378,46513000,-1,-1,-1,MageSkeletonWithShield
31527,2305,137928452095966,46574020,-1,-1,-1,MageSkeletonWithShield
31528,2307,137928475584556,46635080,-1,-1,-1,MageSkeletonWithShield
31529,2308,141358936157157,46696180,-1,-1,-1,MageSkeletonWithShield
31530,2310,141358959936051,46757320,153500,-1,-1,MageSkeletonWithShield
31531,2311,141358983714947,46818500,-1,-1,-1,MageSkeletonWithShield
31532,2313,141359007493845,46879720,-1,-1,-1,MageSkeletonWithShield
31533,2314,141359031272745,46940980,-1,-1,-1,MageSkeletonWithShield
31534,2316,141359055051647,47002280,-1,-1,-1,MageSkeletonWithShield
31535,2317,141359078830550,47063620,154000,-1,-1,MageSkeletonWithShield
31536,2319,144857463165759,47125000,-1,-1,-1,MageSkeletonWithShield
31537,2320,144857487237109,47186420,-1,-1,-1,MageSkeletonWithShield
31538,2322,144857511308461,47247880,-1,-1,-1,MageSkeletonWithShield
31539,2323,144857535379815,47309380,-1,-1,-1,MageSkeletonWithShield
31540,2325,144857559451172,47370920,154500,-1,-1,MageSkeletonWithShield
31541,2326,144857583522530,47432500,-1,-1,-1,MageSkeletonWithShield
31542,2328,144857607593890,47494120,-1,-1,-1,MageSkeletonWithShield
31543,2329,148424919423985,47555780,-1,-1,-1,MageSkeletonWithShield
31544,2331,148424943789940,47617480,-1,-1,-1,MageSkeletonWithShield
31545,2332,148424968155896,47679220,155000,-1,-1,MageSkeletonWithShield
31546,2334,148424992521854,47741000,-1,-1,-1,MageSkeletonWithShield
31547,2335,148425016887814,47802820,-1,-1,-1,MageSkeletonWithShield
31548,2337,148425041253777,47864680,-1,-1,-1,MageSkeletonWithShield
31549,2338,148425065619741,47926580,-1,-1,-1,MageSkeletonWithShield
31550,2340,152062318517101,47988520,155500,-1,-1,MageSkeletonWithShield
31551,2341,152062343179812,48050500,-1,-1,-1,SkeletonWithShield
31552,2343,152062367842525,48112520,-1,-1,-1,SkeletonWithShield
31553,2344,152062392505240,48174580,-1,-1,-1,SkeletonWithShield
31554,2346,152062417167958,48236680,-1,-1,-1,SkeletonWithShield
31555,2347,152062441830677,48298820,156000,-1,-1,SkeletonWithShield
31556,2349,152062466493398,48361000,-1,-1,-1,SkeletonWithShield
31557,2350,155770683918495,48423220,-1,-1,-1,SkeletonWithShield
31558,2352,155770708880121,48485480,-1,-1,-1,SkeletonWithShield
31559,2353,155770733841750,48547780,-1,-1,-1,SkeletonWithShield
31560,2355,155770758803380,48610120,156500,-1,-1,SkeletonWithShield
31561,2356,155770783765012,48672500,-1,-1,-1,SkeletonWithShield
31562,2358,155770808726646,48734920,-1,-1,-1,SkeletonWithShield
31563,2359,155770833688283,48797380,-1,-1,-1,SkeletonWithShield
31564,2361,159551049037683,48859880,-1,-1,-1,SkeletonWithShield
31565,2362,159551074300387,48922420,157000,-1,-1,SkeletonWithShield
31566,2364,159551099563094,48985000,-1,-1,-1,SkeletonWithShield
31567,2365,159551124825803,49047620,-1,-1,-1,SkeletonWithShield
31568,2367,159551150088513,49110280,-1,-1,-1,SkeletonWithShield
31569,2368,159551175351226,49172980,-1,-1,-1,SkeletonWithShield
31570,2370,159551200613941,49235720,157500,-1,-1,SkeletonWithShield
31571,2371,163404457268306,49298500,-1,-1,-1,SkeletonWithShield
31572,2373,163404482834258,49361320,-1,-1,-1,SkeletonWithShield
31573,2374,163404508400212,49424180,-1,-1,-1,SkeletonWithShield
31574,2376,163404533966167,49487080,-1,-1,-1,SkeletonWithShield
31575,2377,163404559532125,49550020,158000,-1,-1,SkeletonWithShield
31576,2379,163404585098084,49613000,-1,-1,-1,Spider2
31577,2380,163404610664046,49676020,-1,-1,-1,Spider2
31578,2382,167331962036133,49739080,-1,-1,-1,Spider2
31579,2383,167331987907506,49802180,-1,-1,-1,Spider2
31580,2385,167332013778880,49865320,158500,-1,-1,Spider2
31581,2386,167332039650256,49928500,-1,-1,-1,Spider2
31582,2388,167332065521634,49991720,-1,-1,-1,Spider2
31583,2389,167332091393014,50054980,-1,-1,-1,Spider2
31584,2391,167332117264397,50118280,-1,-1,-1,Spider2
31585,2392,171334626847056,50181620,159000,-1,-1,Spider2
31586,2394,171334653026027,50245000,-1,-1,-1,Spider2
31587,2395,171334679205001,50308420,-1,-1,-1,Spider2
31588,2397,171334705383977,50371880,-1,-1,-1,Spider2
31589,2398,171334731562955,50435380,-1,-1,-1,Spider2
31590,2400,171334757741934,50498920,159500,-1,-1,Spider2
31591,2401,171334783920916,50562500,-1,-1,-1,Spider2
31592,2403,175413525335093,50626120,-1,-1,-1,Spider2
31593,2404,175413551823849,50689780,-1,-1,-1,Spider2
31594,2406,175413578312606,50753480,-1,-1,-1,Spider2
31595,2407,175413604801365,50817220,160000,-1,-1,Spider2
31596,2409,175413631290126,50881000,-1,-1,-1,Spider2
31597,2410,175413657778890,50944820,-1,-1,-1,Spider2
31598,2412,175413684267655,51008680,-1,-1,-1,Spider2
31599,2413,179569741310387,51072580,-1,-1,-1,Spider2
31600,2415,179569768111115,51136520,160500,-1,-1,Spider2
31601,2416,179569794911845,51200500,-1,-1,-1,BigWorm2
31602,2418,179569821712577,51264520,-1,-1,-1,BigWorm2
31603,2419,179569848513311,51328580,-1,-1,-1,BigWorm2
31604,2421,179569875314047,51392680,-1,-1,-1,BigWorm2
31605,2422,179569902114785,51456820,161000,-1,-1,BigWorm2
31606,2424,183804368807206,51521000,-1,-1,-1,BigWorm2
31607,2425,183804395922101,51585220,-1,-1,-1,BigWorm2
31608,2427,183804423036998,51649480,-1,-1,-1,BigWorm2
31609,2428,183804450151897,51713780,-1,-1,-1,BigWorm2
31610,2430,183804477266798,51778120,161500,-1,-1,BigWorm2
31611,2431,183804504381701,51842500,-1,-1,-1,BigWorm2
31612,2433,183804531496606,51906920,-1,-1,-1,BigWorm2
31613,2434,188118512131941,51971380,-1,-1,-1,BigWorm2
31614,2436,188118539563203,52035880,-1,-1,-1,BigWorm2
31615,2437,188118566994466,52100420,162000,-1,-1,BigWorm2
31616,2439,188118594425732,52165000,-1,-1,-1,BigWorm2
31617,2440,188118621856999,52229620,-1,-1,-1,BigWorm2
31618,2442,188118649288269,52294280,-1,-1,-1,BigWorm2
31619,2443,188118676719540,52358980,-1,-1,-1,BigWorm2
31620,2445,192513285911109,52423720,162500,-1,-1,BigWorm2
31621,2446,192513313660942,52488500,-1,-1,-1,BigWorm2
31622,2448,192513341410776,52553320,-1,-1,-1,BigWorm2
31623,2449,192513369160612,52618180,-1,-1,-1,BigWorm2
31624,2451,192513396910451,52683080,-1,-1,-1,BigWorm2
31625,2452,192513424660291,52748020,163000,-1,-1,BigWorm2
31626,2454,192513452410134,52813000,-1,-1,-1,Assassin
31627,2455,196989815139348,52878020,-1,-1,-1,Assassin
31628,2457,196989843209961,52943080,-1,-1,-1,Assassin
31629,2458,196989871280576,53008180,-1,-1,-1,Assassin
31630,2460,196989899351193,53073320,163500,-1,-1,Assassin
31631,2461,196989927421812,53138500,-1,-1,-1,Assassin
31632,2463,196989955492433,53203720,-1,-1,-1,Assassin
31633,2464,196989983563056,53268980,-1,-1,-1,Assassin
31634,2466,201549235227422,53334280,-1,-1,-1,Assassin
31635,2467,201549263621030,53399620,164000,-1,-1,Assassin
31636,2469,201549292014640,53465000,-1,-1,-1,Assassin
31637,2470,201549320408253,53530420,-1,-1,-1,Assassin
31638,2472,201549348801867,53595880,-1,-1,-1,Assassin
31639,2473,201549377195484,53661380,-1,-1,-1,Assassin
31640,2475,201549405589102,53726920,164500,-1,-1,Assassin
31641,2476,206192692050217,53792500,-1,-1,-1,Assassin
31642,2478,206192720769040,53858120,-1,-1,-1,Assassin
31643,2479,206192749487866,53923780,-1,-1,-1,Assassin
31644,2481,206192778206693,53989480,-1,-1,-1,Assassin
31645,2482,206192806925523,54055220,165000,-1,-1,Assassin
31646,2484,206192835644354,54121000,-1,-1,-1,Assassin
31647,2485,206192864363188,54186820,-1,-1,-1,Assassin
31648,2487,210921341994739,54252680,-1,-1,-1,Assassin
31649,2488,210921371041003,54318580,-1,-1,-1,Assassin
31650,2490,210921400087268,54384520,165500,-1,-1,Assassin
31651,2491,210921429133536,54450500,-1,-1,-1,Assassin
31652,2493,210921458179805,54516520,-1,-1,-1,Assassin
31653,2494,210921487226077,54582580,-1,-1,-1,Assassin
31654,2496,210921516272350,54648680,-1,-1,-1,Assassin
31655,2497,215736352008125,54714820,166000,-1,-1,Assassin
31656,2499,215736381384058,54781000,-1,-1,-1,Assassin
31657,2500,215736410759994,54847220,-1,-1,-1,Assassin
31658,2502,215736440135931,54913480,-1,-1,-1,Assassin
31659,2503,215736469511871,54979780,-1,-1,-1,Assassin
31660,2505,215736498887812,55046120,166500,-1,-1,Assassin
31661,2506,215736528263756,55112500,-1,-1,-1,Assassin
31662,2508,220638899645625,55178920,-1,-1,-1,Assassin
31663,2509,220638929353464,55245380,-1,-1,-1,Assassin
31664,2511,220638959061304,55311880,-1,-1,-1,Assassin
31665,2512,220638988769146,55378420,167000,-1,-1,Assassin
31666,2514,220639018476991,55445000,-1,-1,-1,Assassin
31667,2515,220639048184837,55511620,-1,-1,-1,Assassin
31668,2517,220639077892685,55578280,-1,-1,-1,Assassin
31669,2518,225630173118616,55644980,-1,-1,-1,Assassin
31670,2520,225630203160599,55711720,167500,-1,-1,Assassin
31671,2521,225630233202584,55778500,-1,-1,-1,Assassin
31672,2523,225630263244571,55845320,-1,-1,-1,Assassin
31673,2524,225630293286561,55912180,-1,-1,-1,Assassin
31674,2526,225630323328552,55979080,-1,-1,-1,Assassin
31675,2527,225630353370545,56046020,168000,-1,-1,Assassin
31676,2529,230711371342596,56113000,-1,-1,-1,Mage Skeleton
31677,2530,230711401720969,56180020,-1,-1,-1,Mage Skeleton
31678,2532,230711432099344,56247080,-1,-1,-1,Mage Skeleton
31679,2533,230711462477721,56314180,-1,-1,-1,Mage Skeleton
31680,2535,230711492856100,56381320,168500,-1,-1,Mage Skeleton
31681,2536,230711523234481,56448500,-1,-1,-1,Mage Skeleton
31682,2538,230711553612864,56515720,-1,-1,-1,Mage Skeleton
31683,2539,235883703985184,56582980,-1,-1,-1,Mage Skeleton
31684,2541,235883734702197,56650280,-1,-1,-1,Mage Skeleton
31685,2542,235883765419212,56717620,169000,-1,-1,Mage Skeleton
31686,2544,235883796136228,56785000,-1,-1,-1,Mage Skeleton
31687,2545,235883826853247,56852420,-1,-1,-1,Mage Skeleton
31688,2547,235883857570268,56919880,-1,-1,-1,Mage Skeleton
31689,2548,235883888287291,56987380,-1,-1,-1,Mage Skeleton
31690,2550,241148391514121,57054920,169500,-1,-1,Mage Skeleton
31691,2551,241148422572029,57122500,-1,-1,-1,Mage Skeleton
31692,2553,241148453629939,57190120,-1,-1,-1,Mage Skeleton
31693,2554,241148484687850,57257780,-1,-1,-1,Mage Skeleton
31694,2556,241148515745764,57325480,-1,-1,-1,Mage Skeleton
31695,2557,241148546803680,57393220,170000,-1,-1,Mage Skeleton
31696,2559,241148577861597,57461000,-1,-1,-1,Mage Skeleton
31697,2560,246506665245268,57528820,-1,-1,-1,Mage Skeleton
31698,2562,246506696646330,57596680,-1,-1,-1,Mage Skeleton
31699,2563,246506728047395,57664580,-1,-1,-1,Mage Skeleton
31700,2565,246506759448461,57732520,170500,-1,-1,Mage Skeleton
31701,2566,246506790849530,57800500,-1,-1,-1,Spider1
31702,2568,246506822250600,57868520,-1,-1,-1,Spider1
31703,2569,246506853651673,57936580,-1,-1,-1,Spider1
31704,2571,251959767390608,58004680,-1,-1,-1,Spider1
31705,2572,251959799137090,58072820,171000,-1,-1,Spider1
31706,2574,251959830883574,58141000,-1,-1,-1,Spider1
31707,2575,251959862630060,58209220,-1,-1,-1,Spider1
31708,2577,251959894376549,58277480,-1,-1,-1,Spider1
31709,2578,251959926123039,58345780,-1,-1,-1,Spider1
31710,2580,251959957869531,58414120,171500,-1,-1,Spider1
31711,2581,257508951106243,58482500,-1,-1,-1,Spider1
31712,2583,257508983200414,58550920,-1,-1,-1,Spider1
31713,2584,257509015294588,58619380,-1,-1,-1,Spider1
31714,2586,257509047388764,58687880,-1,-1,-1,Spider1
31715,2587,257509079482942,58756420,172000,-1,-1,Spider1
31716,2589,257509111577122,58825000,-1,-1,-1,Spider1
31717,2590,257509143671304,58893620,-1,-1,-1,Spider1
31718,2592,263155480540395,58962280,-1,-1,-1,Spider1
31719,2593,263155512984532,59030980,-1,-1,-1,Spider1
31720,2595,263155545428670,59099720,172500,-1,-1,Spider1
31721,2596,263155577872811,59168500,-1,-1,-1,Spider1
31722,2598,263155610316953,59237320,-1,-1,-1,Spider1
31723,2599,263155642761097,59306180,-1,-1,-1,Spider1
31724,2601,263155675205244,59375080,-1,-1,-1,Spider1
31725,2602,268900630881410,59444020,173000,-1,-1,Spider1
31726,2604,268900663677790,59513000,-1,-1,-1,Skeleton1
31727,2605,268900696474173,59582020,-1,-1,-1,Skeleton1
31728,2607,268900729270558,59651080,-1,-1,-1,Skeleton1
31729,2608,268900762066945,59720180,-1,-1,-1,Skeleton1
31730,2610,268900794863333,59789320,173500,-1,-1,Skeleton1
31731,2611,268900827659724,59858500,-1,-1,-1,Skeleton1
31732,2613,274745688405748,59927720,-1,-1,-1,Skeleton1
31733,2614,274745721556658,59996980,-1,-1,-1,Skeleton1
31734,2616,274745754707570,60066280,-1,-1,-1,Skeleton1
31735,2617,274745787858484,60135620,174000,-1,-1,Skeleton1
31736,2619,274745821009400,60205000,-1,-1,-1,Skeleton1
31737,2620,274745854160317,60274420,-1,-1,-1,Skeleton1
31738,2622,274745887311237,60343880,-1,-1,-1,Skeleton1
31739,2623,280691950525994,60413380,-1,-1,-1,Skeleton1
31740,2625,280691984033722,60482920,174500,-1,-1,Skeleton1
31741,2626,280692017541453,60552500,-1,-1,-1,Skeleton1
31742,2628,280692051049185,60622120,-1,-1,-1,Skeleton1
31743,2629,280692084556920,60691780,-1,-1,-1,Skeleton1
31744,2631,280692118064656,60761480,-1,-1,-1,Skeleton1
31745,2632,280692151572395,60831220,175000,-1,-1,Skeleton1
31746,2634,286740725838846,60901000,-1,-1,-1,Skeleton1
31747,2635,286740759705688,60970820,-1,-1,-1,Skeleton1
31748,2637,286740793572532,61040680,-1,-1,-1,Skeleton1
31749,2638,286740827439377,61110580,-1,-1,-1,Skeleton1
31750,2640,286740861306225,61180520,175500,-1,-1,Skeleton1
31751,2641,286740895173075,61250500,-1,-1,-1,Skeleton2
31752,2643,286740929039927,61320520,-1,-1,-1,Skeleton2
31753,2644,292893334173127,61390580,-1,-1,-1,Skeleton2
31754,2646,292893368401381,61460680,-1,-1,-1,Skeleton2
31755,2647,292893402629638,61530820,176000,-1,-1,Skeleton2
31756,2649,292893436857896,61601000,-1,-1,-1,Skeleton2
31757,2650,292893471086157,61671220,-1,-1,-1,Skeleton2
31758,2652,292893505314419,61741480,-1,-1,-1,Skeleton2
31759,2653,292893539542684,61811780,-1,-1,-1,Skeleton2
31760,2655,299151106637775,61882120,176500,-1,-1,Skeleton2
31761,2656,299151141229747,61952500,-1,-1,-1,Skeleton2
31762,2658,299151175821720,62022920,-1,-1,-1,Skeleton2
31763,2659,299151210413696,62093380,-1,-1,-1,Skeleton2
31764,2661,299151245005673,62163880,-1,-1,-1,Skeleton2
31765,2662,299151279597653,62234420,177000,-1,-1,Skeleton2
31766,2664,299151314189634,62305000,-1,-1,-1,Skeleton2
31767,2665,305515385669846,62375620,-1,-1,-1,Skeleton2
31768,2667,305515420627844,62446280,-1,-1,-1,Skeleton2
31769,2668,305515455585844,62516980,-1,-1,-1,Skeleton2
31770,2670,305515490543846,62587720,177500,-1,-1,Skeleton2
31771,2671,305515525501849,62658500,-1,-1,-1,Skeleton2
31772,2673,305515560459855,62729320,-1,-1,-1,Skeleton2
31773,2674,305515595417863,62800180,-1,-1,-1,Skeleton2
31774,2676,311987525082518,62871080,-1,-1,-1,Skeleton2
31775,2677,311987560408856,62942020,178000,-1,-1,Skeleton2
31776,2679,311987595735196,63013000,-1,-1,-1,SkeletonWithShield
31777,2680,311987631061539,63084020,-1,-1,-1,SkeletonWithShield
31778,2682,311987666387883,63155080,-1,-1,-1,SkeletonWithShield
31779,2683,311987701714229,63226180,-1,-1,-1,SkeletonWithShield
31780,2685,311987737040577,63297320,178500,-1,-1,SkeletonWithShield
31781,2686,318568890113084,63368500,-1,-1,-1,SkeletonWithShield
31782,2688,318568925810081,63439720,-1,-1,-1,SkeletonWithShield
31783,2689,318568961507081,63510980,-1,-1,-1,SkeletonWithShield
31784,2691,318568997204083,63582280,-1,-1,-1,SkeletonWithShield
31785,2692,318569032901086,63653620,179000,-1,-1,SkeletonWithShield
31786,2694,318569068598092,63725000,-1,-1,-1,SkeletonWithShield
31787,2695,318569104295099,63796420,-1,-1,-1,SkeletonWithShield
31788,2697,325260857470955,63867880,-1,-1,-1,SkeletonWithShield
31789,2698,325260893540936,63939380,-1,-1,-1,SkeletonWithShield
31790,2700,325260929610919,64010920,179500,-1,-1,SkeletonWithShield
31791,2701,325260965680903,64082500,-1,-1,-1,SkeletonWithShield
31792,2703,325261001750890,64154120,-1,-1,-1,SkeletonWithShield
31793,2704,325261037820878,64225780,-1,-1,-1,SkeletonWithShield
31794,2706,325261073890869,64297480,-1,-1,-1,SkeletonWithShield
31795,2707,332064815385661,64369220,180000,-1,-1,SkeletonWithShield
31796,2709,332064851830953,64441000,-1,-1,-1,SkeletonWithShield
31797,2710,332064888276247,64512820,-1,-1,-1,SkeletonWithShield
